canonical	facet	parent_category	parent_source	provenance	confidence	aat_id	llm_note
engraving in silver ink	technique	(unrolled)	self	self	unrolled	300015012	
engraving inside book	technique	(unrolled)	self	self	unrolled		
engraving laid onto larger sheet	technique	(unrolled)	self	self	unrolled		
engraving mounted	technique	(unrolled)	self	self	unrolled		
engraving mounted to board	technique	(unrolled)	self	self	unrolled		
engraving presented in a paper folder	technique	(unrolled)	self	self	unrolled		
engraving printed	technique	(unrolled)	self	self	unrolled		
engraving printed from three plate	technique	(unrolled)	self	self	unrolled	300011041	
engraving printed in black	technique	(unrolled)	self	self	unrolled	300130920	
engraving printed in brown ink	technique	(unrolled)	self	self	unrolled	300015012	
engraving printed in green	technique	(unrolled)	self	self	unrolled	300128438	
engraving printed in red	technique	(unrolled)	self	self	unrolled	300126225	
engraving printed separate	technique	(unrolled)	self	self	unrolled		
engraving-etchi	technique	(unrolled)	self	self	unrolled		
engraving-etching	technique	(unrolled)	self	self	unrolled		
engraving.	technique	(unrolled)	self	self	unrolled		
engraving/ etching?	technique	(unrolled)	self	self	unrolled		
engravingprinted	technique	(unrolled)	self	self	unrolled		
engravings 1-16	technique	(unrolled)	self	self	unrolled		
engravings 17-30	technique	(unrolled)	self	self	unrolled		
engravings 31-46	technique	(unrolled)	self	self	unrolled		
engravings 47-51	technique	(unrolled)	self	self	unrolled		
engravings after painting	technique	(unrolled)	self	self	unrolled	300054216	
engravings by various artist	technique	(unrolled)	self	self	unrolled		
engravings in separate third volume	technique	(unrolled)	self	self	unrolled	300055649	
engravings in text	technique	(unrolled)	self	self	unrolled	300250810	
engravings including 31 plate	technique	(unrolled)	self	self	unrolled	300011041	
engravings including 35 plate	technique	(unrolled)	self	self	unrolled	300011041	
engravings including frontispiece	technique	(unrolled)	self	self	unrolled		
engravings including title vignette	technique	(unrolled)	self	self	unrolled		
engravings printed	technique	(unrolled)	self	self	unrolled		
engravings related to volumes 1	technique	(unrolled)	self	self	unrolled		
engravings reproducing painting	technique	(unrolled)	self	self	unrolled	300054216	
engravings tipped in	technique	(unrolled)	self	self	unrolled		
engravings: 32 full page	technique	(unrolled)	self	self	unrolled		
engravingsby various artist	technique	(unrolled)	self	self	unrolled		
engravingsplus 2 additional plates bound in	technique	(unrolled)	self	self	unrolled		
enlargement from the original negative	technique	(unrolled)	self	self	unrolled	300173497	
enraving	technique	(unrolled)	self	self	unrolled		
envelope	technique	(unrolled)	self	self	unrolled		
epson inkjet	technique	(unrolled)	self	self	unrolled		
eraser material	technique	(unrolled)	self	self	unrolled		
erasing	technique	(unrolled)	self	self	unrolled	300053088	
erasure	technique	(unrolled)	self	self	unrolled		
etched	technique	(unrolled)	self	self	unrolled		
etched aquatint plate	technique	(unrolled)	self	self	unrolled	300011041	
etched frontispiece by james tissot	technique	(unrolled)	self	self	unrolled		
etched greek text	technique	(unrolled)	self	self	unrolled	300250810	
etched initial	technique	(unrolled)	self	self	unrolled		
etched title	technique	(unrolled)	self	self	unrolled	300055726	
etching - old paper	technique	(unrolled)	self	self	unrolled	300014109	
etching - roul	technique	(unrolled)	self	self	unrolled		
etching -engraving	technique	(unrolled)	self	self	unrolled		
etching after a drawing	technique	(unrolled)	self	self	unrolled	300054031	
etching aquatint soft ground	technique	(unrolled)	self	self	unrolled	300015297	
etching b/w	technique	(unrolled)	self	self	unrolled		
etching by chagoya	technique	(unrolled)	self	self	unrolled		
etching colored by hand	technique	(unrolled)	self	self	unrolled	300221683	
etching diptych	technique	(unrolled)	self	self	unrolled		
etching ed 11/50	technique	(unrolled)	self	self	unrolled		
etching from a steel plate	technique	(unrolled)	self	self	unrolled	300011041	
etching from a zinc plate	technique	(unrolled)	self	self	unrolled	300011041	
etching from cancelled plate	technique	(unrolled)	self	self	unrolled	300011041	
etching from the canceled plate	technique	(unrolled)	self	self	unrolled	300011041	
etching from the cancelled plate	technique	(unrolled)	self	self	unrolled	300011041	
etching in 5 color	technique	(unrolled)	self	self	unrolled	300131647	
etching in a book	technique	(unrolled)	self	self	unrolled		
etching in black ink	technique	(unrolled)	self	self	unrolled	300015012	
etching in blue	technique	(unrolled)	self	self	unrolled	300129361	
etching in blue ink	technique	(unrolled)	self	self	unrolled	300015012	
etching in brown	technique	(unrolled)	self	self	unrolled	300127490	
etching in brown ink	technique	(unrolled)	self	self	unrolled	300015012	
etching in color	technique	(unrolled)	self	self	unrolled	300131647	
etching in green ink	technique	(unrolled)	self	self	unrolled	300015012	
etching in grey ink	technique	(unrolled)	self	self	unrolled	300015012	
etching in olive green	technique	(unrolled)	self	self	unrolled	300128438	
etching in sepia	technique	(unrolled)	self	self	unrolled	300015025	
etching in the crayon manner	technique	(unrolled)	self	self	unrolled		
etching in yellow	technique	(unrolled)	self	self	unrolled	300127794	
etching mounted	technique	(unrolled)	self	self	unrolled		
etching mounted to a heavier sheet	technique	(unrolled)	self	self	unrolled		
etching offset	technique	(unrolled)	self	self	unrolled		
etching offset resist	technique	(unrolled)	self	self	unrolled	300015308	
etching paper	technique	(unrolled)	self	self	unrolled	300014109	
etching prinetd in brown ink	technique	(unrolled)	self	self	unrolled	300015012	
etching printed from the canceled plate	technique	(unrolled)	self	self	unrolled	300011041	
etching printed from two plate	technique	(unrolled)	self	self	unrolled	300011041	
etching printed in black	technique	(unrolled)	self	self	unrolled	300130920	
etching printed in black ink	technique	(unrolled)	self	self	unrolled	300015012	
etching printed in blue	technique	(unrolled)	self	self	unrolled	300129361	
etching printed in blue ink	technique	(unrolled)	self	self	unrolled	300015012	
etching printed in blue-black	technique	(unrolled)	self	self	unrolled		
etching printed in brown	technique	(unrolled)	self	self	unrolled	300127490	
etching printed in brown-black	technique	(unrolled)	self	self	unrolled		
etching printed in brown-black ink	technique	(unrolled)	self	self	unrolled	300015012	
etching printed in brown-black ink from zinc plate	technique	(unrolled)	self	self	unrolled	300011041	
etching printed in brown-gray ink	technique	(unrolled)	self	self	unrolled	300015012	
etching printed in color	technique	(unrolled)	self	self	unrolled	300131647	
etching printed in dark brown	technique	(unrolled)	self	self	unrolled	300127490	
etching printed in dark gray	technique	(unrolled)	self	self	unrolled		
etching printed in dark red ink	technique	(unrolled)	self	self	unrolled	300015012	
etching printed in gray	technique	(unrolled)	self	self	unrolled		
etching printed in gray ink	technique	(unrolled)	self	self	unrolled	300015012	
etching printed in gray-brown ink	technique	(unrolled)	self	self	unrolled	300015012	
etching printed in gray-red-brown ink	technique	(unrolled)	self	self	unrolled	300015012	
etching printed in green	technique	(unrolled)	self	self	unrolled	300128438	
etching printed in grey-brown ink	technique	(unrolled)	self	self	unrolled	300015012	
etching printed in light brown ink	technique	(unrolled)	self	self	unrolled	300015012	
etching printed in light green	technique	(unrolled)	self	self	unrolled	300128438	
etching printed in oxidized white	technique	(unrolled)	self	self	unrolled	300107678	
etching printed in red	technique	(unrolled)	self	self	unrolled	300126225	
etching printed in red an yellow	technique	(unrolled)	self	self	unrolled	300127794	
etching printed in red ink	technique	(unrolled)	self	self	unrolled	300015012	
etching printed in red-brown ink	technique	(unrolled)	self	self	unrolled	300015012	
etching printed in sanguine	technique	(unrolled)	self	self	unrolled		
etching printed in sepia ink	technique	(unrolled)	self	self	unrolled	300015012	
etching printed in tan	technique	(unrolled)	self	self	unrolled	300266248	
etching printed in white	technique	(unrolled)	self	self	unrolled	300107678	
etching printed in yellow	technique	(unrolled)	self	self	unrolled	300127794	
etching printed in yellow-brown ink	technique	(unrolled)	self	self	unrolled	300015012	
etching reproduction	technique	(unrolled)	self	self	unrolled	300404313	
etching retouched	technique	(unrolled)	self	self	unrolled		
etching reworked	technique	(unrolled)	self	self	unrolled		
etching times written in pencil	technique	(unrolled)	self	self	unrolled	300410335	
etching touched	technique	(unrolled)	self	self	unrolled		
etching triptych	technique	(unrolled)	self	self	unrolled		
etching wqith embossing	technique	(unrolled)	self	self	unrolled	300053826	
etching- roul	technique	(unrolled)	self	self	unrolled		
etching--black only	technique	(unrolled)	self	self	unrolled		
etching--color	technique	(unrolled)	self	self	unrolled		
etching--color only	technique	(unrolled)	self	self	unrolled		
etching-aquatint	technique	(unrolled)	self	self	unrolled		
etching-engravi	technique	(unrolled)	self	self	unrolled		
etching-mezzotint-aquatint used in various combination	technique	(unrolled)	self	self	unrolled		
etching-roul	technique	(unrolled)	self	self	unrolled		
etching/drying	technique	(unrolled)	self	self	unrolled		
etchinga	technique	(unrolled)	self	self	unrolled		
etchings .	technique	(unrolled)	self	self	unrolled		
etchings bound in green leather	technique	(unrolled)	self	self	unrolled	300011845	
etchings bound in red leather	technique	(unrolled)	self	self	unrolled	300011845	
etchings by the three artist	technique	(unrolled)	self	self	unrolled		
etchings by william t. wiley printed	technique	(unrolled)	self	self	unrolled		
etchings covered in a deep green silk	technique	(unrolled)	self	self	unrolled	300014072	
etchings from two plate	technique	(unrolled)	self	self	unrolled	300011041	
etchings in battered paper	technique	(unrolled)	self	self	unrolled	300014109	
etchings in slipcase	technique	(unrolled)	self	self	unrolled		
etchings included	technique	(unrolled)	self	self	unrolled		
etchings mounted	technique	(unrolled)	self	self	unrolled		
etchings mounted to fabriano paper	technique	(unrolled)	self	self	unrolled	300014109	
etchings plus an engraved frontispiece portrait	technique	(unrolled)	self	self	unrolled		
etchings plus two repetition	technique	(unrolled)	self	self	unrolled	300400519	
etchings printed	technique	(unrolled)	self	self	unrolled		
etchings printed in gray	technique	(unrolled)	self	self	unrolled		
etchings printed in white	technique	(unrolled)	self	self	unrolled	300107678	
etchings reproducing drawing	technique	(unrolled)	self	self	unrolled	300054031	
etchings total	technique	(unrolled)	self	self	unrolled		
etchings:17 full page image	technique	(unrolled)	self	self	unrolled		
etchingsprinted chine collé	technique	(unrolled)	self	self	unrolled		
etchingwith embossing	technique	(unrolled)	self	self	unrolled	300053826	
etcvhing	technique	(unrolled)	self	self	unrolled		
etetching	technique	(unrolled)	self	self	unrolled		
exhibition	technique	(unrolled)	self	self	unrolled	300417531	
exhibition catalogue	technique	(unrolled)	self	self	unrolled	300026059	
exposed	technique	(unrolled)	self	self	unrolled		
exterior	technique	(unrolled)	self	self	unrolled	300010277	
extra handcolored screenprint	technique	(unrolled)	self	self	unrolled		
extra-weft contour wrapping	technique	(unrolled)	self	self	unrolled	300234992	
extra-weft float patterning	technique	(unrolled)	self	self	unrolled	300248891	
extra-weft wrapping	technique	(unrolled)	self	self	unrolled	300234992	
eyelet embroiderery	technique	(unrolled)	self	self	unrolled		
fabric	technique	(unrolled)	self	self	unrolled		
faceted bead	technique	(unrolled)	self	self	unrolled	300261776	
faceted finial	technique	(unrolled)	self	self	unrolled		
facsimile	technique	(unrolled)	self	self	unrolled		
facsimile drawing	technique	(unrolled)	self	self	unrolled	300054031	
facsimile phototype screenprint	technique	(unrolled)	self	self	unrolled		
faded to brown	technique	(unrolled)	self	self	unrolled	300127490	
faded to gray-brown	technique	(unrolled)	self	self	unrolled		
faint white heightening	technique	(unrolled)	self	self	unrolled	300053418	
fastener	technique	(unrolled)	self	self	unrolled		
feather trim	technique	(unrolled)	self	self	unrolled		
felt marker drawing	technique	(unrolled)	self	self	unrolled	300054031	
felt tip pen drawing in yellow	technique	(unrolled)	self	self	unrolled	300127794	
felt-tip pen drawing	technique	(unrolled)	self	self	unrolled	300054031	
felted	technique	(unrolled)	self	self	unrolled		
felting	technique	(unrolled)	self	self	unrolled	300232049	
ferrotyped gelatin silver	technique	(unrolled)	self	self	unrolled	300011029	
fifty	technique	(unrolled)	self	self	unrolled		
fifty-four color screenprint	technique	(unrolled)	self	self	unrolled		
fifty-three offset lithograph	technique	(unrolled)	self	self	unrolled		
fifty-two offset lithograph	technique	(unrolled)	self	self	unrolled		
film	technique	(unrolled)	self	self	unrolled	300014637	
fine binding	technique	(unrolled)	self	self	unrolled	300421867	
fine binding in red morocco	technique	(unrolled)	self	self	unrolled		
