token	count	facet_final	facet_source	canonical_final	aat_id	embedding_suggestion	embedding_similarity	note
mother-of-pearl buttons	1	material	rule	mother-of-pearl button				
french legion	1		unresolved	french legion				
120 albumen silver prints	1	technique	rule	albumen silver				
gold paint paper	1	material	rule	gold paint paper				
12 chromolithographs	1	technique	rule	chromolithograph				
six chine collé soft ground etchings	1	technique	rule	chine collé soft ground etching				
color pencil additions	1	material	rule	pencil addition				
blue morocco leather	1	material	rule	blue morocco leather				
chemise is half bound in black morocco leather	1	material	rule	chemise is half bound in black morocco leather				
plate glass mirror	1	material	rule	plate glass mirror				
michallet laid paper	1	support	rule	michallet laid paper				
brown ink brown wash wash	1	material	rule	brown ink brown wash wash				
black chalk underdrawing	1	technique	rule	black chalk underdrawing				
applied silver gilt foil	1	material	rule	applied silver gilt foil				
white wool twill	1	material	rule	white wool twill				
etching printed in brown-gray ink	1	technique	rule	etching printed in brown-gray ink				
c) gold spoon	1	material	rule	c) gold spoon				
brown moriki japanese paper	1	support	rule	brown moriki japanese paper				
verso: brown ink	1	not_medium	rule	verso: brown ink				
gray felt	1	material	rule	gray felt				
graphite rubbing	1	material	rule	graphite rubbing				
steel blade	1	material	rule	steel blade				
litho-engraving printed chine colle	1	technique	rule	litho-engraving printed chine colle				
8 etchingswith engraving	1	technique	rule	etchingswith engraving				
pewter lid	1	material	rule	pewter lid				
rives ivoire wove paper	1	support	rule	rives ivoire wove paper				
polychrome floral silk	1	material	rule	polychrome floral silk				
color etching printed in yellow-brown ink	1	technique	rule	etching printed in yellow-brown ink				
silk fly fringe	1	material	rule	silk fly fringe				
giltwood	1	material	rule	giltwood				
107 etchings	1	technique	rule	etching				
211 woodcuts	1	technique	rule	woodcut				
102 engravings mounted to uniform size sheets in modern portfolio cover	1	not_medium	rule	engravings mounted to uniform size sheets in modern portfolio				
ten mixed media prints	1	technique	rule	mixed media				
handcolored photopolymer relief prints	1	technique	rule	photopolymer relief				
a continuous lithograph	1	not_medium	rule	a continuous lithograph				
linen mounted board	1	material	rule	linen mounted board				
cream antique laid paper v: graphite	1	material	rule	cream antique laid paper v: graphite				
six screenprints	1	technique	rule	screenprint				
silvered copper alloy	1	material	rule	silvered copper alloy				
front printed in color lithograph	1	technique	rule	front printed in color lithograph				
manipulated daguerreotype	1	technique	rule	manipulated daguerreotype				
soft ground lift drawing in black	1	technique	rule	soft ground lift drawing in black				
3 transfer lithographs	1	technique	rule	transfer lithograph				
drawings pasted to the front	1	technique	rule	drawings pasted to the front				
silk gros de tour	1	material	rule	silk gros de tour				
29 linocuts	1	technique	rule	linocut				
the same ink 'donna luisella'	1	not_medium	rule	the same ink 'donna luisella'				
two watermarks	1		unresolved	watermark				
carved mother-of-pearl stick	1	technique	rule	carved mother-of-pearl stick				
discontinous weft-patterning	1	material	rule	discontinous weft-patterning				
overpainting	1	material	rule	overpainting				
54 engravings including title page vignette	1	not_medium	rule	engravings including title page vignette				
2 interleaved etching proofs	1	technique	rule	interleaved etching proof				
woodcut ornament	1	technique	rule	woodcut ornament				
romani wove paper	1	support	rule	romani wove paper				
four-panel screen	1	support	rule	four-panel screen				
thin silver wash	1	material	rule	thin silver wash				
modern thick cream wove paper	1	support	rule	modern thick cream wove paper				
silk b) leather	1	material	rule	silk b) leather				
painted oak	1	material	rule	painted oak				
red felt tip pen	1	material	rule	red felt tip pen				
silksceen	1	material	rule	silksceen				
molded drafting tissue	1	material	rule	molded drafting tissue				
dark blue stitched felt	1	material	rule	dark blue stitched felt				
green lamé velvet	1	material	rule	green lamé velvet				
crushed glass	1	material	rule	crushed glas				
cotton matelassé	1	material	rule	cotton matelassé				
title page after a woodcut by andre derain	1	not_medium	rule	title page after a woodcut by andre derain				
43 etchings	1	technique	rule	etching				
ivory montval paper	1	material	rule	ivory montval paper				
78 lithographs	1	technique	rule	lithograph				
wool - commercial fabric	1	material	rule	wool - commercial fabric				
metal thread plain weave	1		unresolved	metal thread plain weave				
front: satin lampas	1	material	rule	front: satin lampa				
glass cabochons	1	material	rule	glass cabochon				
plastic composite buttons	1	material	rule	plastic composite button				
chemise half-bound in black leather	1	material	rule	chemise half-bound in black leather				
red plaid fabric inside a hinged plywood box	1	material	rule	red plaid fabric inside a hinged plywood box				
silk aubusson tapestry upholstery	1	material	rule	silk aubusson tapestry upholstery				
color photo offset lithograph poster printed in black	1	technique	rule	photo offset lithograph poster printed in black				
350-gram arches 88 paper	1	support	rule	350-gram arches 88 paper				
drypoint printed in red ink	1	technique	rule	drypoint printed in red ink				
murano glass beads	1	material	rule	murano glass bead				
green brushed plaid wool	1	material	rule	green brushed plaid wool				
color soap-ground aquatint etching	1	technique	rule	soap-ground aquatint etching				
cotton blend plain weave	1	material	rule	cotton blend plain weave				
printed in metallic ink	1	technique	rule	printed in metallic ink				
cotton basketweave	1	material	rule	cotton basketweave				
hand-cut paper	1	support	rule	hand-cut paper				
17th-century blanc de chine porcelain figure	1	material	rule	17th-century blanc de chine porcelain figure				
cast bronze bell	1	technique	rule	cast bronze bell				
eetching	1	technique	rule	eetching				
leaf prints	1	technique	rule	leaf				
wedding dress: silk	1	material	rule	wedding dress: silk				
wax flowers	1	material	rule	wax flower				
14 illustrations total: 9 screenprints	1	technique	rule	illustrations total: 9 screenprint				
loose in wove paper wrapper	1	not_medium	rule	loose in wove paper wrapper				
copper metal alloy beads	1	material	rule	copper metal alloy bead				
6 soft ground etchings	1	technique	rule	soft ground etching				
computer-aided weaving	1	technique	rule	computer-aided weaving				
four color wood engravings	1	technique	rule	color wood engraving				
21 lithographs total: 18 lithographs	1	technique	rule	lithographs total: 18 lithograph				
ash-wood	1	material	rule	ash-wood				
beige laid paper affixed to paper backing	1	support	rule	beige laid paper affixed to paper backing				
white gouache now oxidized	1	material	rule	white gouache now oxidized				
three color lithograph from two stones	1	technique	rule	color lithograph from two stone				
red-brown watercolor	1	material	rule	red-brown watercolor				
japanned wood	1	material	rule	japanned wood				
tapestry weave cotton	1	material	rule	tapestry weave cotton				
glass mirrors	1	material	rule	glass mirror				
a copperplate printed	1	not_medium	rule	a copperplate printed				
one inserted drawing	1	technique	rule	inserted drawing				
black cotton handle	1	material	rule	black cotton handle				
mixed media painting	1	material	rule	mixed media painting				
stained glass star	1	material	rule	stained glass star				
mink trim	1	material	rule	mink trim				
enameled silver-gilt	1	material	rule	enameled silver-gilt				
enamel interior	1	material	rule	enamel interior				
ten two-sided prints	1	technique	rule	two-sided				
handmade japanese yamekozo hadaura paper	1	support	rule	handmade japanese yamekozo hadaura paper				
drypoint diptych	1	technique	rule	drypoint diptych				
synthetic-wrapped silk cord embroidery	1	technique	rule	synthetic-wrapped silk cord embroidery				
silver alloy metal-wrapped silk cord	1	material	rule	silver alloy metal-wrapped silk cord				
branded gampi paper mounted	1	support	rule	branded gampi paper mounted				
printed nylon	1	technique	rule	printed nylon				
woodpecker	1	material	rule	woodpecker				
lined in gray suede	1	material	embedding	lined in gray suede		leather, suede finished	0.669	
263 pages	1		unresolved	page		paginated	0.518	
complimentary warps	1	technique	embedding	complimentary warp		warp-twined	0.663	
sea mammal fur	1	material	embedding	sea mammal fur		fur (hair material)	0.584	
emeralds	1	material	embedding	emerald		emeralds (mineral)	0.834	
faux snakeskin	1	material	embedding	faux snakeskin		pigskin	0.579	
52 pages	1		unresolved	page		book paper	0.528	
art	1	technique	embedding	art		graphic art	0.819	
the spritual plan	1	not_medium	rule	the spritual plan		planing	0.6	
114 sheets	1	technique	embedding	sheet		on, two-sheets	0.566	
solander box covered in red/orange fabric	1		unresolved	solander box covered in red/orange fabric		nonwoven fabric	0.493	
bound by sewing	1	technique	embedding	bound by sewing		hand sewing	0.691	
pigment - red ochre	1	material	embedding	pigment - red ochre		red pigment	0.828	
discharged cut	1	technique	embedding	discharged cut		trimmed	0.596	
taped to mylar	1	material	embedding	taped to mylar		tape (material)	0.576	
three handcolored postcards mounted	1		unresolved	handcolored postcards mounted		colored paper	0.443	
other fibers	1	material	embedding	other fiber		wood fiber	0.754	
vegetable fibers	1	material	embedding	vegetable fiber		coconut fiber	0.698	
hd panasonic projectors	1		unresolved	hd panasonic projector		tv photography	0.482	
sewn beads	1	technique	embedding	sewn bead		bead weaving	0.644	
colors applied by hand	1	material	embedding	colors applied by hand		<pigment by color>	0.653	
loose in portfolio box	1	not_medium	rule	loose in portfolio box		stock, card	0.387	
tones	1	material	embedding	tone		toner	0.664	
